BTTR,MULN,VIVK,LINK,ABVC,CODA,NCPL,TGTX,COSM,OPXS,SPCB,BLFS,RCAT,TOMZ,MARA,BBY,BVFL,NVO,RSG
0,0.001335104,0.428571462,0,0.100000026,-0.014084505,-0.222222222,0.00888888,0.333333333,0,0,0.079999992,0,0.111111084,0,-0.001136053,0,0.001556173,0.017895826
0,-0.121333378,0,0,0,0.099999927,0,-0.008810564,0,0,0,-0.074074067,0,0,0,-0.005685102,0,-0.000239171,0.00632916
0,-0.080424835,0,0,0,-0.088311639,0,-0.039999962,0,0,0,0,0,0,0,-0.013721845,0,0.00412409,-0.009783661
0,0.031353099,0,0,0,0.038461492,0,0.041666625,-0.399999976,0,-0.125,0.120000022,0,-0.099999978,0,-0.008695984,0,0.012559501,0.00070575
0,-0.015999977,0,0,0,-0.039780466,0,-0.044444402,0,0.100000032,0,-0.071428563,0,0,0,-0.013450122,0,-0.017047804,-0.002820756
0,0.022764251,0,0,0,0,0,0,0,-0.090909117,0,0.153846068,0,0,0,0.002963758,0,0.001256019,-0.007425798
0,0.03338627,0,0,-0.181818147,0,0.214285714,0,0,0,0,-0.133333269,0,-0.055555583,0,-0.10342788,0,-0.057818609,0.014962452
0,0.001538451,0,0,0,0.00285713,0,-0.018604743,0.583333251,0.100000032,0,0.038461501,0,0,0,-0.013843102,0,0.022505354,-0.009477082
4,-0.078340984,0,0,0,-0.00284899,0.176470588,0,0,0,0,0.259259329,0,-0.117647033,0,0.016711179,0,-0.006200059,0.004606669
0.6,-0.041666655,0.020833313,0,0,0,0,-0.004739332,0,0,-0.571428571,-0.029411835,0,0,0,-0.010519478,0,-0.013163511,-0.001410834
0.75,0.003478236,0,0,0,0.071428502,0,0,0,0,0.833333333,-0.030303002,0,0,0,-0.023920147,0,0.000821861,-0.064641542
-0.357142857,0.012131728,0,0,0,0.128000015,0,0.0047619,0,0,0,-0.062500047,0,0,0,-0.014975943,0,0.008274882,0.013973156
-0.111111111,-0.015410947,-0.084693901,0,0,0,0,-0.085308036,0,0,0.090909091,0.033333417,1,0,0,0.033171818,0,-0.090464712,0.00707593
-0.125,0,0,0,0,0,0,-0.015544027,0,0,0,0,-0.5,0,0,0.034782737,0,0.025347699,-0.005177409
0.142857143,0,-0.420289873,0,0,0,0,0.184210541,0,-0.090909117,0,0.096774208,0,0,-0.489999991,-0.013574329,0,0.07315587,-0.002230677
-0.375,-0.104347874,0,0,0,-0.026004716,0,-0.022222201,0.052631592,0.100000032,0,-0.117647141,0,0.2,0,0.002620946,0,-0.020156503,-0.003352877
0,0.034951541,0,0.050000232,0,-0.065534006,0,-0.045454609,0.100000024,0.090909213,0,0,0,0,0.96078428,0.035947599,0.041999881,-0.011116043,0
0.2,-0.013133221,0,0,-0.111111132,0.064935117,0,0.07142862,0.090909111,0.083333172,0,0.033333417,0,-0.166666667,0,-0.009463693,0.026871483,0.004974381,-0.000747876
-0.5,0.043726248,0,0,0,-0.132926821,0,-0.08888891,-0.041666725,0.076923183,0,0.064516065,0,0,0,-0.02356679,0,0.002185677,-0.007107966
0.666666667,0.001821481,0,0,0,0.157524583,0,0.053658603,0,-0.1428571,-0.75,-0.030303002,0,-0.0666667,0,-0.005218525,0,-0.023091706,0.003014192
-0.2,-0.009090948,0,0,0,-0.029161581,0,-0.050925986,0,0,4,0.03124997,0,0.071428609,0,-0.098360588,0,0.00741963,0.014650751
0,-0.073394496,0.557692408,0,0,0,0,0,0.086956544,-0.083333436,0,0.030303105,0,-0.0666667,0,0,0,0.006843574,0.011477288
0,0.005940665,0,0,0,-0.06132671,0,0.014634133,0,0.090909213,0,0.05882347,0,0,0,-0.130181901,0,0.005696306,0.005856531
-0.25,0.007873959,0,0,0,-0.051999946,0,-0.014423064,0,0,0,0.111111101,0,0,0,-0.032608551,0,0.000643802,0.006186306
-0.333333333,-0.003906222,0,0,0,-0.01547116,0,0.024390221,0,0.166666608,-0.066666667,0.125000053,0,0,0,0.011235939,0,0.024700974,0.010126802
-0.5,-0.019607926,0,-0.047619258,0,0.14142856,0,-0.047619004,0,0,0.071428571,-0.022222276,0,0,0,0.066666256,0,0,0.006086038
-0.999,-0.003999972,0,0,0,0,0,0,-0.019999981,-0.28571435,0,-0.113636335,0,0,0,0.032852608,0,-0.002197203,-0.001067202
0,-0.130522078,0,-0.09999975,0,-0.015018814,0.25,0.039999962,0.428571401,0,0,0.128205092,0,0,0,0.035686801,0,0.002830983,0.006412165
0,0.050808348,0,0,0,-0.110546333,0,-0.014423064,0,0,-0.466666667,0,0,0,0,-0.029962545,0,0.004767929,-0.000353705
999.0000367,-0.015384631,0.786419737,-0.0333334,0,0,0,0.024390221,0.142857143,0,0.875,0,0,-0.285714278,0,0.012355212,0,-0.009303097,0.008144566
0,-0.191964317,-0.433310299,0.034482829,0,0,0,0,-0.217499971,0,0,-0.136363587,0,0.699999993,0,-0.014492859,0,0.014810586,-0.002107581
0,-0.033149094,0,0,0,0,-0.72,-0.047619004,0,0,0,-0.052631617,0,-0.117647033,0,-0.05959761,0,-0.001925264,0.006335845
-0.35,-0.028571468,0,0.111110802,0,0,0,0.049999952,-0.041533581,-0.5,-0.066666667,0.027777751,0,-0.0666667,0,-0.005761279,0,0.007155832,0.018887534
0,-0.044117668,0,0,0,0,0,-0.023809502,0,0.800000359,0.071428571,-0.054054004,0,0,0,0.023178553,0,-0.009019949,-0.000686447
0,0.046153869,0.829268264,0,0,-0.042857138,0,0.009756088,-0.5,0.222222014,0,-0.142857198,0,0,0,-0.016406293,0,0.004987315,-0.000343337
0,0.032352962,-0.138000011,0,0,0.044776114,0,0.09178747,0,0,0,0.06666672,0,0,0,0.03336092,0,0.003908224,-0.002405571
0,0.014244994,-0.195669006,0,0,0.14142856,0,-0.008849549,0.199999968,0,0,-0.062500047,0,0,0,-0.022598928,0,0.005932145,-0.005856246
0,-0.011235955,0,-0.09999975,11.49999968,0,0,0.004464281,0,0,0,0,0.5,0,0,0.005780488,0,0.004484158,0.001732543
0,-0.025568162,0.230769248,0,0,-0.095118909,-0.142857143,0,0,0,0,0,0,0,0,0.159277358,0,-0.00256831,0.007609773
0,0.014577238,0,0,0,0,0,0,0,-0.363636324,0,-0.133333269,0.333333333,0,0,-0.146600857,0,-0.0002453,0
0,0.00862071,0,0,-0.950000001,0.244813271,0,-0.039999962,-0.166666645,0,-0.066666667,0,0,0,0,0.018257613,-0.007476593,-0.006132654,0.005149207
0,-0.031339051,-0.015624985,0,0,-0.111111101,1.5,0,-0.199999968,0.571428475,0,0.076923067,0.25,0,-0.489999991,-0.012224838,0,-0.004936438,0.01571056
0,0.026470567,0.174603199,0,0,0.123749992,0.333333333,0.041666625,0.6666666,-0.090909117,0,-0.035714312,-0.4,0,0.96078428,-0.018151752,0,-0.000248099,0.007397634
0,0.0057307,0,-0.111110901,0,0,0,0,0,-0.099999821,0,0.074074067,0,0,0,0.00588229,0,-0.003101271,-0.001335256
0,-0.085470124,-0.189189221,0,0,0,-0.7,0.111111111,0,0,0,-0.068965511,0,0,0,-0.025062858,0,0.007964153,-0.004344768
0,0.059190055,0,0,0,0.001112342,0.666666667,0.143999958,0,0,0,0.074074067,0,0,0,-0.008568981,0,-0.000494035,-0.001678614
0,0.002941156,0.083333389,0,0,0.055555598,0.2,0.223776269,0,0,0,-0.137931022,0,0,0,-0.008643043,0,-0.003829022,-0.006052341
0,0.011730206,-0.153846187,0,0,-0.221052647,0,0.057142871,-0.100000024,0.222222014,0,0,0,0,0,0.003487658,0,0.005269797,-0.001691434
0,0.011594203,-0.036363602,0.124999735,0,0.079729726,0,-0.054054066,0,-0.090909117,0,0.360000065,0,0.071428609,0,-0.019114065,0.03578159,0.000678371,-0.009052387
