BTTR,MULN,VIVK,ABVC,CODA,SPCB,LINK,QUBT,BLFS,HROW,BTCS,AYTU,MIGI,OGEN,IOVA,NTRP,TILE,CDE,ESSA,PETS
0,-0.5,0,0,0,0,0.111110802,-0.333333333,0,0.25,0,0,0,0,0,0.6666666,-0.000713945,-0.008000031,-0.002929339,0.010426308
0,0.9,0,0.340206299,-0.202500021,0,-0.049999517,0,0,0,0,0,0,0,0,0.25,-0.017857037,0,0.003917611,0.01688583
0,0,0,0,0.018808829,0,-0.026316322,0,0,0.253333282,0,0,-0.175862059,0,0,-0.05,0.001454585,0.010483881,-0.00784326,-0.004612586
0,-0.052631579,0,0,0.461538467,-0.055555556,0,0,0,-0.148936136,1,0,0,0,-0.25,-0.157894737,0.009440921,0.069433352,0.002964547,-0.013901566
0,-0.388888889,0,-0.692307719,0.157894671,0,-0.027026719,0,0,0.168750048,0,0,0,0,0.055555556,0.03125,0.051079102,0.064179152,0.00394089,-0.000940049
0,0,0,0,-0.05454545,0,0,0,0,-0.090909128,0,0,0,-0.076595745,-0.052631579,0.090909091,0.006844599,0.003155686,-0.016682919,-0.058325614
0,-0.090909091,0,-0.249999936,0.057692303,0,0,0,-0.071428563,0,2.500000199,0,0,0.138248848,0,-0.055555556,-0.025152935,0.008388667,0,-0.011987981
1,0.3,0,0,-0.136363587,0,0.1666666,0,0,0.029411765,-0.214285768,0,-0.828451882,0,0,-0.058823529,-0.004184142,0.002426333,0.000997886,-0.01819988
0,0.153846154,0,0,-0.004210597,0,-0.095237836,0,0,0.057142857,-0.090909056,0,4.780487552,-0.068825911,-0.25,0.056249976,-0.026610567,0.002766249,-0.002991385,0.013388092
0,0,0,0,-0.007399545,0,0,0.299999952,0.076923067,0,0.299999979,0,0,-0.043478261,0,-0.023668617,-0.010072143,0.002068947,0.007000603,-0.001016338
-0.5,0.2,0.00172851,-0.166666723,-0.159744439,0,0,0,0,0,-0.384615391,0,0,0.018181818,0.666666667,-0.04848486,-0.004360357,-0.040261531,-0.002979384,0.009155587
0,0,-0.200000025,0,0,-0.941176471,0,1.307692392,-0.214285749,0.005405426,0.250000033,0,0,0,0,-0.00636939,-0.021897876,-0.016134775,0.008963914,-0.013104679
0,0,0,-0.200000014,-0.036755336,16,0,-0.566666683,0,0,-0.200000021,0,0,-0.107142857,-0.111111111,0.00641022,-0.010447814,0.014212805,0.021717928,-0.003064169
0,-0.277777778,0,0,0.052631573,0,0,0.538461595,0.181818245,-0.059139804,0,0,0,0,0,0.019108293,0.007541607,0.048149485,0.020290101,0.02663908
0,0.153846154,0,0,0,-0.176470588,0,0,0,0.085714286,0.125000083,0,0,0.1,0,-0.0625,-0.011227618,-0.011655816,-0.016098494,0.001996229
0,0.2,0,0,0,0.214285714,0,0,0.307692333,0,0,0,0,-0.022727273,0,-0.066666667,0.015139907,0.011099539,-0.006737595,0.003983759
1,0.388888889,0,0,0,0,0,0,0,0,0,0,0,0.023255814,0,-0.107142857,0.002237277,-0.024013683,0.008721169,0.019841038
0,33.80000057,0,0,-0.020000019,-0.058823529,0,0,-0.117647141,0.021052612,0,0,-0.01265819,0,0,-0.08,0.002232048,-0.022847153,-0.015369962,-0.004863857
-0.5,-0.024137955,-0.642156847,0,0,0,0.052631044,0,-0.066666606,0,0,0,0,-0.031818182,-0.3,0,0.002969878,0.041366962,-0.007804768,0.018573323
0,0.008245003,0.64383553,0,0,0,0,0,0,0.030927855,0,0,0,-0.046948357,0,0.069565234,0.054774185,-0.012435254,-0.004916658,-0.001919793
0,0,0,0,-0.031887725,0,0,0,0,0.055000019,0,0,0,0.009852217,0,-0.065040665,-0.000701994,0.005946138,-0.016798435,0.011538825
0,0.038551394,0,0,-0.050065881,-0.125,0,0,0,0.421800922,0,0,0,0,-0.071428571,0.130434783,-0.02387618,-0.011126554,0.012060672,-0.018060926
0,-0.002249703,0.120000048,0,-0.001386956,0.142857143,0,0,0,-0.059999975,-0.111111177,0,0,0,0.692307692,0,-0.002158408,0.011251747,0.007944158,-0.032913666
0,-0.095828659,0,-0.399999974,-0.027777774,-0.875,0,-0.100000024,0.285714251,-0.109929089,0,0,0,0.024390244,0.022727273,-0.176923092,0.007930853,0.022948534,-0.004926112,-0.00400431
0,-0.026184495,0,0.666666596,0,7,0,0,0.444444497,0,0.125000083,0,0,0.023809524,-0.333333333,0,-0.013590917,-0.016995241,-0.008911134,0.020100815
0,0,0,-0.5,0.014285713,0,0,0,-0.230769266,-0.003984079,0,0,0,-0.023255814,0.6,-0.037383143,0.014503206,0.001037368,0.017982275,0.004926083
0,-0.04097311,0,0,0,0,0,0,0.250000021,0,0,0,0,0,-0.166666667,0.145631065,0.005003637,0.027288393,-0.004906775,0.02156861
0,0.001335104,0.428571462,0.100000026,-0.014084505,0,0,0,0.079999992,0,0,0,0,0,-0.275,0.127118642,0.022048598,0.01782114,-0.001972506,0.018234059
0,-0.121333378,0,0,0.099999927,0,0,-0.611111107,-0.074074067,-0.2,0,0,0,-0.014285714,0,0.015037579,-0.004871465,-0.025437742,-0.008893171,-0.033930161
0,-0.080424835,0,0,-0.088311639,0,0,0,0,0.05,0,0,0,0.019323671,-0.034482759,0.074074074,-0.018181732,-0.009152558,-0.002991385,-0.013658454
0,0.031353099,0,0,0.038461492,-0.125,0,0,0.120000022,0,-0.111111177,0,0,-0.028436019,0,0.034482759,-0.024928861,0.042422162,0.010000369,0.102868169
0,-0.015999977,0,0,-0.039780466,0,0,1.571428547,-0.071428563,-0.095238095,0,0,0,0.024390244,0.428571429,0,-0.019722508,-0.046275021,-0.010891216,-0.030493111
0,0.022764251,0,0,0,0,0,0,0.153846068,-0.078947368,0,0,0,0.019047619,0.125,0,-0.020119077,0.001376494,0.019019275,-0.01665139
0,0.03338627,0,-0.181818147,0,0,0,-0.555555537,-0.133333269,-0.085714286,0,0,0,-0.065420561,-0.4,0,0.094296453,0.048109952,-0.014734901,-0.00470339
0,0.001538451,0,0,0.00285713,0,0,0,0.038461501,-0.03125,0,0,0,-0.075,0.481481481,-0.006666692,-0.009728809,-0.007540969,-0.002991385,0.016067866
4,-0.078340984,0,0,-0.00284899,0,0,0,0.259259329,0,0,0,0,-0.027027027,-0.15,-0.006711371,0.004210494,0.021143025,0.008000604,0.013953102
0.6,-0.041666655,0.020833313,0,0,-0.571428571,0,0.249999981,-0.029411835,0.006451638,0,0,0,0.055555556,-0.205882353,0.0135135,0.034241701,0.030734415,-0.004960556,0.006422325
0.75,0.003478236,0,0,0.071428502,0.833333333,0,0,-0.030303002,0,0,0,0,0.042105263,0,-0.066666667,-0.026351509,-0.022598908,-0.002991385,0.010027434
-0.357142857,0.012131728,0,0,0.128000015,0,0,0,-0.062500047,0.147435845,0,0,0,-0.065656566,0,-0.107142857,0.027064705,-0.024726993,0.002000478,-0.001805192
-0.111111111,-0.015410947,-0.084693901,0,0,0.090909091,0,0,0.033333417,-0.078212271,0,0,0,0.081081081,0.296296296,0.12,0.007432566,-0.206453747,-0.000998361,-0.010850249
-0.125,0,0,0,0,0,0,-0.199999988,0,-0.024242401,0,0,0,0,0,-0.200000014,-0.046691471,0.081742709,-0.006992836,-0.008340684
0.142857143,0,-0.420289873,0,0,0,0,0,0.096774208,-0.012422407,0,0,0,-0.05,0,0.098214321,-0.021846341,-0.020329835,-0.005030365,-0.017757407
-0.375,-0.104347874,0,0,-0.026004716,0,0,0,-0.117647141,-0.056603751,0.500000066,0,0,0,-0.2,-0.032520371,0.010086714,-0.030540355,0.001011364,0.003806268
0,0.034951541,0,0,-0.065534006,0,0.050000232,-0.249999981,0,0,0.666666637,0,0,0,0.107142857,-0.084033616,-0.003566648,-0.033925692,0,-0.01706186
0.2,-0.013133221,0,-0.111111132,0.064935117,0,0,0,0.033333417,-0.026666641,-0.350000011,0,0,-0.047368421,0,0.091743122,0.007874068,0.00083614,0.004040347,-0.020250227
-0.5,0.043726248,0,0,-0.132926821,0,0,0,0.064516065,-0.027397299,0.230769218,0,0,0.022099448,0.290322581,-0.151260445,-0.014204538,-0.027151195,-0.004024089,-0.01082689
0.666666667,0.001821481,0,0,0.157524583,-0.75,0,0,-0.030303002,-0.021126774,0.187500058,0,0,0,-0.075,0.277227637,-0.025216182,-0.021039144,-0.040403954,0.019900548
-0.2,-0.009090948,0,0,-0.029161581,4,0,0.8333333,0.03124997,-0.064748176,0,0,0,0.054054054,-0.297297297,0,0.005912938,0.00131582,0.026315809,0.018536475
0,-0.073394496,0.557692408,0,0,0,0,0,0.030303105,0,-0.052631555,0,0,0.184615385,0.5,0,0.033798464,0.037231729,0.014358619,0.036398767
0,0.005940665,0,0,-0.06132671,0,0,0,0.05882347,-0.007692337,0.333333294,0,0,-0.155844156,0,-0.023255755,0.004975178,-0.017314183,-0.002022066,0.005545076
-0.25,0.007873959,0,0,-0.051999946,0,0,0,0.111111101,-0.031007723,0,0,0,0.025641026,-0.230769231,-0.238095231,0.022630898,0.021057145,0.00911873,0.006433704
-0.333333333,-0.003906222,0,0,-0.01547116,-0.066666667,0,0,0.125000053,0,-0.333333363,0,0,-0.06,0,0.041666625,0.024204744,0.014730656,0.002007675,0.01369885
-0.5,-0.019607926,0,0,0.14142856,0.071428571,-0.047619258,0,-0.022222276,-0.12,-0.062499975,0,0,-0.042553191,0,0,-0.027008762,-0.018249711,-0.003005896,-0.005405805
-0.999,-0.003999972,0,0,0,0,0,0.363636334,-0.113636335,0.100000035,0.066666638,0,0,0.277777778,0,0.25,-0.011797447,-0.036332937,-0.002010112,0.009058118
0,-0.130522078,0,0,-0.015018814,0,-0.09999975,-0.266666651,0.128205092,0,0,0,0,-0.086956522,-0.133333333,-0.2,0.02176978,0.022797039,0.007049173,0
0,0.050808348,0,0,-0.110546333,-0.466666667,0,0,0,0.363636321,0,0,0,0.066666667,0.461538462,0,0.010996557,-0.007286759,0.010000369,0.038599515
999.0000367,-0.015384631,0.786419737,0,0,0.875,-0.0333334,0,0,0.575757576,0.125000083,0,0,-0.075892857,0,0.010000038,-0.001359654,0.004317806,-0.010891216,-0.002592584
0,-0.191964317,-0.433310299,0,0,0,0.034482829,0.181818113,-0.136363587,-0.134615385,-0.166666706,0,0,-0.009661836,-0.078947368,0,0.000680539,-0.01375751,0.003003244,0.000866635
0,-0.033149094,0,0,0,0,0,0,-0.052631617,0,0,0,0,0.029268293,0,0,-0.004761814,0.00741064,-0.002994252,0.04329003
-0.35,-0.028571468,0,0,0,-0.066666667,0.111110802,0,0.027777751,-0.066666667,0.133333347,0,0,-0.028436019,0,0.148514846,-0.013670247,-0.039376885,-0.004004008,0.015767484
0,-0.044117668,0,0,0,0.071428571,0,-0.538461503,-0.054054004,-0.042857125,0,0,0,0,0,0.103448256,0.007622766,-0.006306365,0.005024891,0.00326796
0,0.046153869,0.829268264,0,-0.042857138,0,0,1,-0.142857198,0,0.11764707,0,0,-0.024390244,-0.228571429,-0.062500014,-0.006877683,0.028558526,0.005000363,0.008957645
0,0.032352962,-0.138000011,0,0.044776114,0,0,0,0.06666672,0,-0.052631555,0,0,0,0,0,0.00138515,0.024239719,0,-0.012106514
0,0.014244994,-0.195669006,0,0.14142856,0,0,-0.5,-0.062500047,0.069651721,0,0,0,0.125,-0.259259259,0,0.00276625,0.021084328,0.014925267,0.001634144
0,-0.011235955,0,11.49999968,0,0,-0.09999975,0,0,0,-0.111111177,0,0,-0.111111111,0.35,-0.083333333,0.006896584,0.008428182,-0.000985059,-0.073409746
0,-0.025568162,0.230769248,0,-0.095118909,0,0,0,0,-0.176744151,0.062500041,0,-0.487179494,0.025,-0.259259259,0,0.010273877,-0.029252016,0.000986031,-0.021126676
0,0.014577238,0,0,0,0,0,0,-0.133333269,-0.011299478,-0.176470574,0,0.25,0.195121951,0,0.009090944,-0.004067688,0.012914384,0.005911523,0.015287677
0,0.00862071,0,-0.950000001,0.244813271,-0.066666667,0,0,0,-0.028571429,0,0,0,-0.081632653,0.05,0.081081044,0.036759429,-0.010199735,-0.003917661,0.001771531
0,-0.031339051,-0.015624985,0,-0.111111101,0,0,0,0.076923067,0,0.285714307,0,0,0,0,0,0.047275237,-0.018033493,0.033431386,0.013262575
0,0.026470567,0.174603199,0,0.123749992,0,0,0,-0.035714312,0.117647059,0.055555529,0,0,0,0,0,-0.006269426,-0.01049417,-0.008563102,-0.008726027
0,0.0057307,0,0,0,0,-0.111110901,0,0.074074067,0,0,0,0,-0.088888889,0,0,0.011356361,0.024304073,0.020153182,0.014084686
0,-0.085470124,-0.189189221,0,0,0,0,0,-0.068965511,0,-0.210526333,0,0,0.082926829,-0.238095238,0,-0.004366794,0.005608247,0,-0.015624876
0,0.059190055,0,0,0.001112342,0,0,0,0.074074067,0,-0.133333347,0,0,0.009009009,0.1875,0,0,0.021021012,-0.003762762,0.003527085
0,0.002941156,0.083333389,0,0.055555598,0,0,0,-0.137931022,0.026315789,-0.076923046,0,0,-0.0625,0,0.083333333,-0.020676697,0.012605091,-0.007554282,-0.042179503
0,0.011730206,-0.153846187,0,-0.221052647,0,0,0,0,0,0,0,0,0,-0.210526316,-0.115384615,0.023672429,-0.008713734,0.003805948,-0.005504259
0,0.011594203,-0.036363602,0,0.079729726,0,0.124999735,0,0.360000065,0,-0.166666681,0,0,0.19047619,0.133333333,0.304347826,-0.013750026,-0.008790251,0.003791406,0.000922598
