LINK,QUBT,HROW,FPAY,RCAT,BTTR,VIVK,ABVC,PHIO,TGTX,SPCB,CODA,NCPL,COSM,AYTU,MULN,BTCS,MIGI,OGEN,COCP,ESSA
0,-0.555555537,-0.085714286,0,0,0,0,-0.181818147,-0.048076923,0,0,0,0.214285714,0,0,0.03338627,0,0,-0.065420561,0,-0.014734901
0,0,-0.03125,0,0,0,0,0,0,-0.018604743,0,0.00285713,0,0.583333251,0,0.001538451,0,0,-0.075,0,-0.002991385
0,0,0,0,0,4,0,0,-0.04040404,0,0,-0.00284899,0.176470588,0,0,-0.078340984,0,0,-0.027027027,0,0.008000604
0,0.249999981,0.006451638,0,0,0.6,0.020833313,0,0.042105263,-0.004739332,-0.571428571,0,0,0,0,-0.041666655,0,0,0.055555556,0,-0.004960556
0,0,0,0,0,0.75,0,0,-0.070707071,0,0.833333333,0.071428502,0,0,0,0.003478236,0,0,0.042105263,0,-0.002991385
0,0,0.147435845,0,0,-0.357142857,0,0,-0.054347826,0.0047619,0,0.128000015,0,0,0,0.012131728,0,0,-0.065656566,0,0.002000478
0,0,-0.078212271,0,1,-0.111111111,-0.084693901,0,0.045977011,-0.085308036,0.090909091,0,0,0,0,-0.015410947,0,0,0.081081081,0,-0.000998361
0,-0.199999988,-0.024242401,0,-0.5,-0.125,0,0,0.065934066,-0.015544027,0,0,0,0,0,0,0,0,0,0,-0.006992836
0,0,-0.012422407,0,0,0.142857143,-0.420289873,0,-0.010309278,0.184210541,0,0,0,0,0,0,0,0,-0.05,0,-0.005030365
0,0,-0.056603751,0,0,-0.375,0,0,-0.020833333,-0.022222201,0,-0.026004716,0,0.052631592,0,-0.104347874,0.500000066,0,0,0,0.001011364
0.050000232,-0.249999981,0,0,0,0,0,0,-0.382978723,-0.045454609,0,-0.065534006,0,0.100000024,0,0.034951541,0.666666637,0,0,0,0
0,0,-0.026666641,0,0,0.2,0,-0.111111132,0.293103448,0.07142862,0,0.064935117,0,0.090909111,0,-0.013133221,-0.350000011,0,-0.047368421,0,0.004040347
0,0,-0.027397299,0,0,-0.5,0,0,0.12,-0.08888891,0,-0.132926821,0,-0.041666725,0,0.043726248,0.230769218,0,0.022099448,0,-0.004024089
0,0,-0.021126774,0,0,0.666666667,0,0,-0.047619048,0.053658603,-0.75,0.157524583,0,0,0,0.001821481,0.187500058,0,0,0,-0.040403954
0,0.8333333,-0.064748176,0,0,-0.2,0,0,-0.0125,-0.050925986,4,-0.029161581,0,0,0,-0.009090948,0,0,0.054054054,0,0.026315809
0,0,0,0,0,0,0.557692408,0,-0.037974684,0,0,0,0,0.086956544,0,-0.073394496,-0.052631555,0,0.184615385,0,0.014358619
0,0,-0.007692337,0,0,0,0,0,0.052631579,0.014634133,0,-0.06132671,0,0,0,0.005940665,0.333333294,0,-0.155844156,0,-0.002022066
0,0,-0.031007723,0,0,-0.25,0,0,0,-0.014423064,0,-0.051999946,0,0,0,0.007873959,0,0,0.025641026,0,0.00911873
0,0,0,0,0,-0.333333333,0,0,0.0625,0.024390221,-0.066666667,-0.01547116,0,0,0,-0.003906222,-0.333333363,0,-0.06,0,0.002007675
-0.047619258,0,-0.12,0,0,-0.5,0,0,0.011764706,-0.047619004,0.071428571,0.14142856,0,0,0,-0.019607926,-0.062499975,0,-0.042553191,0,-0.003005896
0,0.363636334,0.100000035,0,0,-0.999,0,0,-0.011627907,0,0,0,0,-0.019999981,0,-0.003999972,0.066666638,0,0.277777778,0,-0.002010112
-0.09999975,-0.266666651,0,0,0,0,0,0,-0.011764706,0.039999962,0,-0.015018814,0.25,0.428571401,0,-0.130522078,0,0,-0.086956522,0,0.007049173
0,0,0.363636321,0,0,0,0,0,-0.023809524,-0.014423064,-0.466666667,-0.110546333,0,0,0,0.050808348,0,0,0.066666667,0.333333333,0.010000369
-0.0333334,0,0.575757576,0,0,999.0000367,0.786419737,0,0.036585366,0.024390221,0.875,0,0,0.142857143,0,-0.015384631,0.125000083,0,-0.075892857,0.125,-0.010891216
0.034482829,0.181818113,-0.134615385,0,0,0,-0.433310299,0,-0.058823529,0,0,0,0,-0.217499971,0,-0.191964317,-0.166666706,0,-0.009661836,0,0.003003244
0,0,0,0,0,0,0,0,0.05,-0.047619004,0,0,-0.72,0,0,-0.033149094,0,0,0.029268293,0,-0.002994252
0.111110802,0,-0.066666667,0,0,-0.35,0,0,0,0.049999952,-0.066666667,0,0,-0.041533581,0,-0.028571468,0.133333347,0,-0.028436019,0,-0.004004008
0,-0.538461503,-0.042857125,0,0,0,0,0,-0.011904762,-0.023809502,0.071428571,0,0,0,0,-0.044117668,0,0,0,0,0.005024891
0,1,0,0,0,0,0.829268264,0,-0.060240964,0.009756088,0,-0.042857138,0,-0.5,0,0.046153869,0.11764707,0,-0.024390244,0,0.005000363
0,0,0,0,0,0,-0.138000011,0,0,0.09178747,0,0.044776114,0,0,0,0.032352962,-0.052631555,0,0,0,0
0,-0.5,0.069651721,0,0,0,-0.195669006,0,0.051282051,-0.008849549,0,0.14142856,0,0.199999968,0,0.014244994,0,0,0.125,0,0.014925267
-0.09999975,0,0,0,0.5,0,0,11.49999968,-0.036585366,0.004464281,0,0,0,0,0,-0.011235955,-0.111111177,0,-0.111111111,0,-0.000985059
0,0,-0.176744151,0,0,0,0.230769248,0,-0.012658228,0,0,-0.095118909,-0.142857143,0,0,-0.025568162,0.062500041,-0.487179494,0.025,0,0.000986031
0,0,-0.011299478,0,0.333333333,0,0,0,0.012820513,0,0,0,0,0,0,0.014577238,-0.176470574,0.25,0.195121951,0,0.005911523
0,0,-0.028571429,0,0,0,0,-0.950000001,-0.025316456,-0.039999962,-0.066666667,0.244813271,0,-0.166666645,0,0.00862071,0,0,-0.081632653,0,-0.003917661
0,0,0,0,0.25,0,-0.015624985,0,0.038961039,0,0,-0.111111101,1.5,-0.199999968,0,-0.031339051,0.285714307,0,0,0,0.033431386
0,0,0.117647059,0,-0.4,0,0.174603199,0,0,0.041666625,0,0.123749992,0.333333333,0.6666666,0,0.026470567,0.055555529,0,0,0,-0.008563102
-0.111110901,0,0,0,0,0,0,0,-0.0375,0,0,0,0,0,0,0.0057307,0,0,-0.088888889,0,0.020153182
0,0,0,0,0,0,-0.189189221,0,-0.025974026,0.111111111,0,0,-0.7,0,0,-0.085470124,-0.210526333,0,0.082926829,0.333333333,0
0,0,0,0,0,0,0,0,0.066666667,0.143999958,0,0.001112342,0.666666667,0,0,0.059190055,-0.133333347,0,0.009009009,0,-0.003762762
0,0,0.026315789,0,0,0,0.083333389,0,-0.05,0.223776269,0,0.055555598,0.2,0,0,0.002941156,-0.076923046,0,-0.0625,0,-0.007554282
0,0,0,0,0,0,-0.153846187,0,-0.013157895,0.057142871,0,-0.221052647,0,-0.100000024,0,0.011730206,0,0,0,0,0.003805948
0.124999735,0,0,0,0,0,-0.036363602,0,0,-0.054054066,0,0.079729726,0,0,0,0.011594203,-0.166666681,0,0.19047619,0,0.003791406
