SPCB,COSM,OPXS,PED,GMGI,ABVC,OGEN,CPSS,IESC,BVFL,TOMZ,POAI,BYRN,WKHS,ARMP,VIVK,BTCS,MIGI,COCP,BKYI,BTTR,QUBT,TGTX,AYTU,HROW,LINK,FPAY,INTZ,BHRB,WFCF,CODA,TROO,APDN,GTIM,WSBF,MULN,AIRI,QRHC,ACAD,IOR,ASTH,RCAT,SNFCA,CDMO,RIME,MLSS,MCVT,AXDX,SLS,HOV,NCPL,PHIO,RCON,SLNH,NTRP,BLFS,VUZI,PHM,IBCP,NEPH
0,-0.1,-0.066666615,-0.230769271,-0.124999964,0,0,-0.050000026,0,0,0,-0.109589041,0,0,0.411764706,0,-0.36363632,-0.008981964,0,-0.1111111,0,-0.448275872,0,0,0.333333333,0.007143236,0,0,-0.004816743,0,-0.149999945,0.03157898,0,-0.056451655,0.006779433,0,0,0.027027001,0.106951833,0.088888891,0,0,0,-0.051724091,0.076923002,0,0,-0.134831445,0.258064516,-0.04467354,0,0,0.742222162,0,-0.1772152,-0.181818168,0,0.005458535,-0.010810737,-0.065934006
0,-0.111111111,-0.071428663,0,-0.071428602,0,0,0.013157882,0.040268418,-0.336734683,0,0.076923077,0.111111091,0.064516129,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004052017,0,0.176470512,-0.102040839,0,-0.042735004,0.020202287,0,0,0.026315827,0.086956557,0.06122443,0,0,0.023076606,0.036363629,0,0,-0.360000056,0.077922129,0.420512821,0.017985612,0,0,-0.107142826,0,0.123076952,0.111111101,-0.125,0.019543741,0.038251423,0.082352893
0,0,0,0,0.015384623,0,0,-0.129870087,0.019354898,0.076923123,0,-0.128571429,0,-0.090909091,0.055555556,0,0,0,0,0,0,0,0,0,0.299999952,0,0,0,-0.002690192,0.100000066,0,-0.079545447,0,0,-0.006600745,0,0,0.025641001,0.00888888,-0.083333333,0,0,0.067669377,0.035087792,-0.142857127,-0.279999971,0,0.253011973,-0.166064982,-0.042402827,-0.142857143,0,-0.168571412,-0.225,-0.19178083,0,0,-0.028753945,-0.026315915,0.086956557
0,0,0,0,0.303030327,0,0,0.082089561,0.234177212,0,0,0.31147541,-0.033333302,0,0,0,0,-0.003021184,0,-0.125000041,0,0,0.1,0,0.346153896,0,0,0,0,0,0.099999991,0,0,0.008928563,0.02990069,-0.28,0,-0.074999988,-0.03964754,0,0,0,-0.063380461,-0.033898373,0,0.388888834,-0.562500019,0.048076925,-0.021645022,-0.011070111,0,0,0.017182087,-0.032258065,0.203389795,0,0,-0.026315914,-0.016216343,0.030000051
0,0,0,-0.399999977,0.011627912,0,0.12,0,0.120512764,0.399999917,0,-0.225,0,-0.166666667,0.052631579,0,0,0,0,0.285714331,0,0,0,0,0,0,0,0,0,-0.109090931,-0.272727252,-0.06172841,0,-0.194690239,-0.012903689,0.388888889,0,0.5945946,-0.018348606,0,0,0,0,0,0,0,-0.28571421,-0.036697214,-0.07079646,-0.007462687,0,0,-0.243243232,0.333333333,0.169014127,0,0,-0.010135078,0.142857074,0
0,0,0,0,-0.011494258,0,-0.178571429,0,0.084668168,0,0,0.064516129,-0.103448338,-0.2,0,0,0,-0.242424242,0,-0.1111111,0,0,0.181818182,0,0,0,0,0,0,0,1.499999947,-0.013157882,0,0.2197802,0.013072371,0,0,-0.13559325,0.028037355,-0.041958003,0,-0.2,0.067669377,-0.035087712,0,0,0,-0.047619048,-0.104761905,-0.018796992,0.166666667,0,-0.053571425,0.025,-0.0361446,0,0,0.030716794,0.033653975,0
0,0,0,0,-0.093023297,0,0,-0.013793172,-0.071729893,0,0,-0.166666667,0.076923098,0,0.15,0,0,0.315999952,0,-0.125000041,0,0,0,0,0.400000027,0,0,-0.015384601,-0.001349102,0,-0.099999991,0,0,-0.009009,0.006451755,0,0,0.039215743,-0.0090909,0.065693455,0,0,-0.063380461,-0.036363629,0,-0.199999988,-0.100000025,-0.05,0.063829787,-0.01532567,0,0,0.014150967,0.292682927,0.112499952,0,0,0.046357864,0.04186032,0
0,0,0,-0.166666698,0.012820519,0,0.086956522,-0.118881093,-0.03409093,0,0,0,0,0.15,-0.130434783,0,0,0,0,0.142857197,0,0,0,0,0.122448958,0,0,0,0,0,0.111111101,0.013333321,0,-0.136363666,0.019230593,0,0,0.245282956,-0.022935757,-0.006849308,0,0,-0.022556088,-0.056603804,0,0,-0.222222283,0.063157935,0.135,-0.06614786,0,0,0.060465119,0,0,0,0,-0.023206902,0.089286039,-0.019417508
0,0,0,0,0.06329117,0,0,-0.0079365,-0.094117669,-0.265306147,0,-0.090909091,0.07142859,0.043478261,0,0,0.142857078,0,0,0.124999986,0,0.562499977,-0.076923077,0,0.636363636,0.06382979,0,0.015624985,0.004952539,0.061224442,-0.159999986,-0.013157882,0,0.042105286,-0.009434228,0,0,0,0.009389662,0,0.07142859,0,0.084615361,0.079999986,-0.083333322,0,0.42857158,0.039603921,-0.022026432,0.020833333,0,0,-0.04385963,-0.132075472,-0.067415669,0,0,-0.0442766,-0.098360517,0.039603922
0,0,0,0,-0.047619069,0,0.2,-0.039999962,0.031168864,-0.125,0,-0.02,0,0,0,0,0,0,0,0,0,-0.080000019,0,0,0,0,0,0,0,0,0.107142897,-0.093333324,0,0,0.031746266,0,0,0.015151501,-0.018604743,-0.041379352,0,0,0.035460507,0,0,0,0,-0.066666649,-0.04954955,-0.012244898,0,0,-0.036697308,-0.02173913,-0.024096362,0,0,-0.020339293,0.036363182,-0.009523826
0,0,0,0,-0.087500041,0,-0.453333333,0,-0.012594446,0,0,-0.387755102,0,0,-0.05,0,0.625000017,0,0,0,0,-0.217391309,0.083333333,0,-0.222222222,0,0,0,-0.003583865,-0.03846153,-0.086021494,-0.029411736,0,-0.040404062,-0.003077163,-0.28,0,-0.074626868,-0.037914658,0.316546807,0,0.5,0.027396834,-0.037036947,0.090909078,0,-0.250000031,0.020408143,-0.066350711,-0.02892562,0,0,-0.004761913,0.044444444,0.074074,-0.099999991,0,-0.003459775,0,0
0,0,0,0,0.356164465,0,0,0.058333275,0.173469341,0,0,2.333333333,0,-0.041666667,0,0,0,0,0,0.1111111,0,0,-0.076923077,0,0,0.066666961,0,0,0,0,0.047058816,0,0,-0.052631592,0.021604903,0.166666667,0,-0.129032216,-0.068965511,-0.158469986,0,0,0.033333954,-0.038461615,0,0,0,-0.019999981,-0.050761421,-0.085106383,0,0,0.497607702,0,-0.08045975,0,0,-0.018518563,-0.013157616,-0.009615299
0,-0.367500007,0,0,-0.191919204,0,0.280487805,0.055118152,-0.02173911,0.269841321,0,-0.4,-0.066666683,-0.043478261,-0.052631579,0,0,0,0,0,0,0,0,0,-0.214285714,0,0,0,0,-0.100000006,0,0.030303,0,0.233333382,-0.036253574,0,0.015772904,-0.07407409,-0.037037002,0.103896162,0,0,0.019354519,-0.019999951,0,0,0,-0.01020412,0.016042781,-0.060465116,0,0,-0.265175694,-0.021276596,0,0,0,-0.025943254,0.008888698,-0.029126262
0,0,0,0,-0.012500006,0,0.428571429,0.014925359,-0.002222273,0,0,-0.166666667,0,0.045454545,0,0,-0.230769218,0,0,0,0,0,0,0,0,0,-0.705882361,0,0.002585496,0,-0.002247277,0.05882356,0,0.216216222,-0.025078341,0,0,-0.1,-0.054945066,-0.088235348,0,0,0,-0.020408205,0,0.375000009,0,0,-0.052631579,-0.01980198,0,0,-0.047826166,0.02173913,-0.074999988,-0.222222201,0,-0.003632157,-0.039647248,-0.039999962
0,0.462450628,0,0,-0.025316468,0,0.3,0,0.002227223,0,0,0.2,-0.107142842,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0.012499761,0,0,-0.001682123,-0.111111119,0.002252338,-0.097222291,0,-0.05925929,0.041800429,0,0,-0.08888891,-0.081395339,-0.006451607,0,0,0,-0.041666659,0,-0.181818221,0,0.030927855,-0.033333333,0.005050505,-0.142857143,0,0.114155256,0,0,0,0,-0.065613758,0.009174314,0
0,0,0,0,-0.077922018,0,-0.282051282,0.022058802,-0.002222273,0,0,0,0,0,0,0,0,0,0,0.099999991,0,-0.111111074,0.083333333,0,0.018181801,0,0.200000048,-0.184615355,0.002695309,0,0,0.123076994,0,-0.094488194,-0.015431926,0,0,0,0.037974646,0,0,0,0.006329031,0,0,0.111111141,0,0.010000038,-0.028735632,0.020100503,0,0,-0.045081959,-0.021276596,0,0,0.142857143,0.091027535,0.072727027,0
0,0,0.153846204,-0.399999977,0,0,0,0.20143883,0.002227223,0,0,0,0,0,0,0,0,0,0,-0.090909084,0,0,-0.153846154,0,0.250000021,0,0,0.22641505,0.000448183,0,0.011235906,2.493150528,0,-0.04347822,0.012538995,0,0,0,0,0.071428582,0,0,0,-0.043478252,0,0,0,0,0.041420118,0.02955665,0,0,-0.012875468,0,0.0135135,0,-0.125,0.032181368,-0.038135705,-0.020833368
0,0,0,0,-0.084507078,0,0.271428571,-0.071856292,0,0,0,0.083333333,0,0.041666667,0,0,-0.099999958,0,0,0.099999991,0,0,0,0,0,0,0,0,0.001343477,0,0,-0.41568626,0,0.88181808,-0.068111476,-0.047619048,0,-0.024390221,-0.060975625,-0.072727277,0,0.333333333,-0.018867679,-0.022727319,0,-0.100000024,0,-0.019802055,-0.017045455,-0.043062201,0,0,-0.0391305,0,0,0,0,-0.013857062,0.022026606,-0.010638316
0,0,-0.066666615,0,0.076923113,0,0.123595506,0.006451607,-0.051111115,0,0,0,-0.2,0,0.222222222,0.018181764,0,0,0,-0.090909084,0,0,-0.090909091,0,0.014285701,0,0,0,0,0.125000009,-0.166666698,-0.11409393,0,-0.19323671,0.006644605,0,0,0.125,0.0064935,-0.019607825,0,0,-0.038461976,0.023255863,0,0,-0.186666671,-0.040404003,0.01734104,-0.01,0,0,-0.036199062,0,0.133333333,0,-0.142857143,-0.012880272,0.017241324,-0.086021481
0,0,0.1428571,0,-0.028571441,0,-0.2,-0.057692255,0.035128828,0,0,-0.076923077,0.25,-0.2,-0.045454545,0,0,0,0,0,0,0,0,0,-0.014084494,0,0,0,0,0,-0.266666652,0.212121182,0,-0.005988018,-0.006600745,0,0,0.133333312,-0.032258035,0.066666683,0,0,0.166667489,-0.022727319,0,0,0,0.052631579,-0.0625,0.035353535,0,0,0.061032868,0.02173913,-0.058823529,0,0.166666667,0.026096612,-0.038135705,0
0,0,0,0.666666604,-0.029411778,0,-0.00625,0.006802714,-0.01809953,0,0,-0.083333333,0,0,0.095238095,0,-0.222222235,0,0,0,-0.5,0,0,0,0,0,0,0,0,0.111111119,0.636363665,-0.125000028,0,-0.042168635,0.033222838,0,0,-0.019607825,0,-0.012499988,0,-0.625,-0.022857679,0,0,0,0,0.039999962,0.012121212,0,0,0,-0.017699145,-0.042553191,-0.037500024,0,0.142857143,-0.032369569,0.022026606,0.223529352
-0.75,0,0,-0.199999989,-0.015151522,0,0,0.081081083,-0.016129071,0,0,0,0,0,-0.086956522,-0.017857091,0,0,0,-0.099999991,0,0,0.2,0,-0.014285701,0.061728665,0,-0.430769223,-0.001341674,0,-0.222222201,-0.085714291,0,0.295597421,-0.003215326,0.15,0,0,-0.013333321,0,0,0,0.023392374,-0.023255758,0,0,0,-0.00961533,-0.023952096,-0.03902439,0,0,0.004504512,-0.111111111,0,0.714285627,-0.125,-0.01672643,-0.025862206,-0.067307707
2.75,0,-0.437499918,-0.249999982,-0.046153868,0,0,-0.006249994,0.009367673,0,0,0.090909091,0,0.25,0,0,0,0,0,-0.1111111,0,0,0,0,0.01449274,0,0,0.621621601,0.002238877,-0.100000006,0.071428502,0.851562452,-0.166666667,0.082524311,-0.022580901,0,0,0.1,0,-0.018987399,0,0.333333333,-0.051428721,0.023809465,0,0,0,0.009708682,-0.006134969,0.010152284,0,0,-0.013452938,0,-0.025974002,-0.33333331,0,0.017010962,0.039823193,-0.020618483
0,0,0.777777517,0,-0.01612904,0,0,0.100628908,-0.025522073,-0.212500032,0,-0.183333333,0,0,0,0,0,-0.012158019,0,0.124999986,0,0,0,0,0.171428544,0,0,0,-0.002233876,0,0.12000005,0.236287008,0,0.26008965,0.03960392,0.043478261,0,-0.181818182,-0.0135135,0,0,0,0.018072048,-0.046511621,0,0,0,1.413461664,-0.018518519,-0.055276382,-0.166666667,0,-0.072727206,0.125,0.159999975,0,-0.142857143,-0.017921087,-0.00425529,0.073684222
0,0,0,0.333333302,0.032786902,0,0.006289308,-0.011428561,0.047619118,0,0,-0.06122449,0,-0.2,0.047619048,0,0.428571385,0,0,0.1111111,0,-0.375000009,-0.083333333,2.499999893,0.085365832,0,0,0,0,0,-0.285714307,-0.044368639,0,0.619217183,-0.003174378,0.041666667,0,0,0,-0.096774181,0,1.25,-0.059171696,0,0,-0.088888873,0,-0.095617513,-0.213836478,0.005319149,0,0,-0.009803938,0,0,0.249999973,0,0.046228741,0.299145162,0.009803938
-0.533333333,0,0.249999934,0,0,0,0,-0.046242799,0.00454545,0,0,0.086956522,0,-0.05,-0.181818182,0,0,0,0,-0.099999991,0,0,0,0,0.123595554,0,3.999999801,0,0,0,0.166666726,0.017857126,0.2,0.098901053,-0.038216692,0,0,0.222222222,0.020547925,0.135714329,0,-0.222222222,-0.075471645,-0.024390185,0,0,0,0.180616667,0.064,0.026455026,0,0,0.064356439,-0.044444444,0,-0.199999983,0,0.011628013,0.04605299,-0.009708754
0,0,0,0.750000089,0,0,-0.21875,0.048484875,0.01809953,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.010000038,0,-0.566666683,0,0,0,0,0.084210532,0,-0.173999977,0.00993381,0,0,-0.090909091,-0.026845612,0.10691821,0,0,0.129252022,0.049999989,0,0.097560956,0,0.055970151,-0.007518797,0.036082474,0,0,0.213953453,-0.069767442,0,0,0,0.101149164,0.081760605,-0.009803938
0.142857143,0,0.249999974,0,-0.047619071,0.024691342,0.28,0.005780341,-0.015555594,0,0,0,-0.2,0,0.166666667,0,0,0,0,0,0,0.100000024,-0.090909091,0,-0.009901027,0,0,0,0.002238877,0,0,-0.045307401,0,-0.084745795,-0.013114923,0,0,-0.1,0.04137927,-0.03977269,-0.333333333,-0.285714286,-0.018072048,0.11904754,0,0,0,0.010600747,-0.083333333,0.034825871,0,0,-0.111111138,0,0,0,0,0.051147997,0.055232735,-0.099009962
0,0,0,0.285714251,0.016666675,0,0,0.005747121,-0.00225728,0,0,0,0,-0.25,0,0,0,-0.129230751,0,0.1111111,0,0,0.102222188,0,-0.15,0,0.538461595,0,0.000894244,0.244444421,-0.178571437,0.07457628,0,0.047619066,0.046511677,-0.56,0,-0.022222201,-0.00662251,0.035502924,0.399999976,0,0.024539543,0,0,0,0,-0.045454585,0,-0.038461538,0,0,0.086206955,-0.225,0,0,0,-0.022839721,0.055096196,0.109890185
0,0,-0.039999845,0,-0.016393451,0.80722887,-0.28125,0,0,0,-0.25,0.2,0,0.266666667,-0.238095238,0.005454547,-0.200000021,0.095406337,0.088068262,-0.099999991,0,0,0,0,-0.105882364,0,0,0,0.000558017,0.071428664,0.043478219,-0.069400638,0,-0.085858624,-0.0380952,0.272727273,0,0.022727251,0.039999962,0,0,0.4,0,-0.021276545,0,0,0,0.003663018,0.132231405,-0.005,0,0,0.047619044,0.290322581,0,0,0,0.019308818,0.005221897,0.673267303
0.625,0,-0.041666762,0,-0.083333312,0,0,0.028571401,-0.054298698,0,0,0,0,0,0.3125,0,-0.374999983,0,0,-0.1111111,0,0,0,0,-0.31578949,0,0,0,0.001672836,0.04999996,0.166666726,-0.132203423,0,-0.132596629,0.019802052,0,0,0,0.006410327,-0.04000003,0,0,0.10179594,0.065217428,0,0,0,-0.032846702,0,-0.025125628,0,0,-0.068181853,0,0,0.249999973,0,0.023928221,0.010389768,0.041420126
-0.153846154,0,-0.130434818,0,0,-0.333333318,0,-0.011111101,0.023923537,0,0,-0.166666667,0,0,0,0,0,0,0.002610948,0,0,0,0,0,0.038461595,0,0,0,0,-0.047619011,0,-0.187500012,-0.166666667,0.00318471,-0.01294497,0,0,-0.111111111,-0.012738917,-0.071428576,0,0,0.03260908,-0.061224522,0,0,0,0,-0.04379562,-0.087628866,0,0,-0.06504059,0,0.149425313,0.099999991,0,-0.020447964,-0.043701837,-0.028409079
0,0,0.050000016,-0.333333333,-0.30909092,0,0,0.011235945,-0.018691681,0,0,0,0,0.052631579,0,0,0,0,-0.66927083,0,0,0,0,0,0,0,0,0,0,0.04999996,-0.214285749,0,0.2,-0.063492077,-0.013114923,0,0,0,-0.032258035,0.025641079,0,0,-0.015789265,0,0,0,0,0.015094325,-0.061068702,-0.039548023,0,0,-0.026087,0,0,-0.272727252,0,-0.011928326,-0.048387237,0
0,0,-0.142856985,0,0.315789531,0,0,0,0,0,0,0.1,0,-0.1,0,0,0,0,0.322834584,-0.125000041,0,0,0,0,0,0,0,0,0,0.063492047,0.090909084,0.153846242,0,-0.091525416,0.056478739,0,0,0,0,0.449999937,0,0,-0.005347522,0.021739077,0,0,0,0.026022334,-0.032520325,0.041176471,0,0,-0.008928587,0,-0.119999981,0,0,0.006036002,-0.039548006,0.040935679
0,0,0,-0.166666698,-0.159999997,0,0.043478261,-0.049999954,-0.123809468,0,0,-0.054545455,0,0.222222222,-0.047619048,0,1.199999915,0,0,-0.142857134,0,0,0,0,0.129629592,0,0,0,0,-0.014925302,0.166666726,-0.08333335,-0.166666667,-0.041044825,0.031446296,0.142857143,0,0.375,0.026666641,-0.030172386,0,-0.142857143,-0.005377067,0.042553281,-0.083333322,0,0,-0.003623202,0.016806723,-0.005649718,0,0,0.013513537,0.25,0,0,0,-0.038999854,-0.064705449,0.235954973
0,0,0.333333255,0,0,0,0,0.017543843,-0.016304397,0,0,0,0,0,0,0,-0.545454528,0,0,0.500000037,0,0,0,0,0,0,0,0,0,-0.015151624,0,-0.05000006,0,-0.003891047,0.033536707,0,0,0,-0.025974002,-0.133333312,0,0,0,0.040816317,0,0,0,0.090909091,0.049586777,-0.005681818,0,0,-0.044444426,0,0,0,0,0.02601478,-0.040880807,0.250000048
0.363636364,0,-0.166666784,0,-0.071428604,0,0,-0.022988484,-0.058010996,0,0,0,0,0.318181818,-0.15,0,0,0,0,-0.222222249,0,0,0,0,0,0,0,0,0,-0.061538449,0,0.014354054,0.2,-0.082031267,0.008849589,0,0,-0.018181801,0,0.041025601,0,0.166666667,0.016216808,0,-0.090909078,-0.333333289,0,0.126666641,0.023622047,0.057142857,0,0,-0.009302341,-0.58,0.079545431,0,0,-0.018255797,0,0
0.066666667,0,0,0,0.025641038,0,0,0.029411736,0.114369459,0,0,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464262463,0.065573756,0,0.028301974,0,-0.029787207,0.014619825,0,0,0.018518501,0.013333321,0.059113362,0,-0.142857143,-0.047872487,-0.019607883,0,0,0,0.12426038,-0.015384615,0.016216216,0,0.153846154,-0.009389687,0.619047619,-0.010526356,-0.124999987,0,0.016529078,0.003278523,0.036363621
0,-0.5945946,0,0.200000045,0,0,0.083333333,-0.04571431,0,0,0,0,0.25,0,0,0,0.200000021,0,0.190476215,0.142857197,0,0.090909111,0,0,0.065573787,0,0,0,0,0,0,-0.055045927,0,0.017543843,0.008645671,0,0.015527923,-0.090909091,0.046052667,-0.120930278,0,0.166666667,-0.050279491,-0.060000034,0,0,0,-0.010526356,-0.0390625,-0.053191489,0,0.066666667,-0.014218034,0.323529412,0,0,0,-0.028455324,-0.003267809,0.066666706
0,0,0,-0.166666698,0,0,0.223076923,0.023952145,-0.015789459,0,0,0,0,0,0.176470588,0,0,-0.067741974,0,0,2,0.083333251,0.008064547,0,0,0,0,0,0,0,-0.142857186,-0.092232982,0,-0.133620669,0.10571422,-0.125,0,0.1,-0.006289302,-0.005291,0,0,0.176470895,0,-0.199999968,0.499999901,0,-0.010638237,-0.089430894,0.101123596,0,-0.0625,0.028846204,-0.422222222,-0.148936136,0,0,0.017781998,0.05573718,-0.016447396
0,0,0,0.400000091,-0.225000012,0,0,0.005847948,0.01871656,0,0,0,0,-0.137931034,0.05,0,-0.333333363,0.034602078,0,0.124999986,0,0.923076994,-0.008000031,0,0.138461553,-0.069767459,0,0,0,-0.199999981,0,-0.187165788,0,0.069651794,0.041343716,0,0,0.018181801,-0.012658291,0.031914927,0,0,0.074999741,0.021276641,0,0,0,-0.145161328,0.116071429,-0.040816327,0,-0.1,-0.042056047,-0.192307692,-0.012499988,0,-0.333333333,-0.024665443,-0.018633241,-0.09698999
0,0,0,0,0.096774241,0,0,0,-0.078740146,0,0,-0.133333333,-0.319999981,0,0,0,-0.249999967,0,0,-0.1111111,0,0,0.008064547,0,-0.162162199,0,0,0,0,0.057692381,0,0,0,-0.065116325,0.004962796,0,0,0.017857126,-0.038461503,-0.020618598,0,0,0,-0.083333318,0,-0.333333289,0,-0.132075439,0.28,-0.053191489,0,-0.111111111,-0.063414636,0.047619048,0,0,0,-0.085353118,0.012658236,-0.111111068
-0.4375,0.333333333,0,0,-0.411764722,0,0,0,0,0,0,0.730769231,0,0,0,0,0,0,0,-0.125000041,0,0,0,0,-0.016129017,0.124999735,0,0,-0.009852255,0.090909091,-0.119999977,0,0,0.024875598,-0.019753062,0,0,0.052631614,-0.053333362,0,-0.285714274,0,0,0,0,0,0,-0.065217432,-0.06875,-0.028089888,0,-0.083333333,-0.151041696,0.136363636,-0.26582277,0,0,-0.021889569,-0.009374892,-0.020833368
0.444444444,0,0,0,0.499999953,0,-0.025157233,0.151162783,-0.031339002,0,0,0,0,0,0,0,0,0,0.125,0,0,0,-0.008000031,0,0.31147543,0,0,0,0.003617929,0,0.136363607,0,-0.166666667,-0.004854364,0,0,0,-0.083333333,-0.021126741,0,0.200000048,0,0.111627824,0.204545464,0,0,0,-0.093023244,-0.020134228,0.028901734,0,0,0.012269959,-0.12,0,0.142857125,0,0.043580866,-0.028391021,0.042553174
0,-0.25,-0.54999991,0,0.100000051,0,0,-0.045454562,-0.070588236,0,0,0,0,-0.28,-0.142857143,0,0.666666637,0,0,0,0,0,0,0,-0.262499988,0.111110802,0,0,0,0,0,0,0,-0.112195076,-0.01763277,0,0,0.07272729,0,-0.105263122,0,0,0.004184046,0,-0.25000005,0,0,-0.038461523,-0.054794521,-0.005617978,0,-0.181818182,0,0,0.32758613,0,0,0.024830562,0.006493177,-0.020408112
0,-0.199999968,-0.222222307,0,-0.090909133,0,0,0.047619066,-0.079113922,0,0,0,0.294117639,0,0,-0.005424957,-0.200000021,0,0,0.142857197,0,0,-0.006451607,-0.714285706,0,0,0,0,0,0,0,0,0,0.2252747,0.017949265,0,0,-0.033898353,0.043165513,-0.094117695,0,0,0,0.056603804,0.166666645,0,0,0.173333316,-0.086956522,0.028248588,0,0.222222222,0.39393941,0,0,0,0.25,0.024229003,0.019354899,0.004166674
0,0,0.7142858,0.142857085,-0.066666637,0,0,-0.040404062,-0.003436423,0,0.666666729,0,0.136363612,0,0.111111111,0,0,-0.003344421,0,-0.125000041,0,0,0,0,0.101694897,0,0,0,0,-0.066666747,0,0,0.2,0.035874405,-0.022670195,0.142857143,0,-0.017543844,-0.055172442,0.123376664,0,0,-0.004166613,0.035714196,0,0.499999901,0,0.045454575,0.03968254,0.021978022,0,0,-0.113043481,0,0.038961065,0,-0.2,0.010753193,0.063291365,-0.008298769
-0.230769231,0,-0.166666784,-0.124999956,-0.10714284,0,0,0.078947357,0.072413722,0,0,0.055555556,-0.2,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428664,0,0,0,0.008658001,0.028350424,0,0,0.053571464,0.065693455,0,0,0,-0.083681462,-0.034482675,0,0,0,-0.010869607,0,0.016129032,0,-0.090909091,0.151960725,0.090909091,0,0,0,-0.007447017,-0.00297604,0.004184107
0,0,0.200000169,-0.142857166,0,0,-0.148387097,0.024390221,-0.032154311,0,0,0,0,0.388888889,-0.142857143,0,0,0,0.773333363,0.142857197,0,0.6,0,0,0,0.149999982,0,0,0,0.14999988,0,0,0,0.004291842,0,0,0,0,-0.034246623,-0.034682116,0,0,0.027396803,0.035714196,0,-0.355555557,0,-0.036630038,0,0.047619048,0,-0.1,-0.102127654,0.75,0.024999976,0,0,0.020364052,0.06865654,-0.025000042
0.3,0,0.166666608,0,0.199999939,0,0,0.052381018,0.009966768,0.111111213,0,-0.105263158,0,-0.04,0.166666667,0,0.250000033,0,0,-0.125000041,0,0,0,0,-0.076923077,0,0,0,0.002704324,0,0,0,0,-0.059829005,0,0,0,0,0,0.023952145,0,0,0.044444518,-0.051724091,0,0,0,-0.045627334,-0.053435115,-0.060606061,0,-0.2,0.042654001,-0.285714286,0,0,0,-0.034664049,-0.013966752,-0.042735026
-0.538461538,-0.1666667,0,0.166666698,0,0,0,-0.004524882,0.092105255,0,0,0,0,-0.25,-0.19047619,0,0,0,0.002506249,0,-0.333333333,0,0.055194831,0,0,0.021739582,0,0,0,0.043478318,0,0,0,0.036363601,-0.010024819,-0.25,0,0.016949136,-0.021276576,0,0,-0.285714286,-0.01276571,0.018181855,0,0,0,0.063745034,0.129032258,0.005376344,0,0.111111111,-0.027272678,-0.133333333,-0.036585332,0,0,0.01849875,-0.022662741,-0.026785665
1.166666667,0,0,0,-0.033333287,-0.399999959,0,-0.131818216,-0.150602413,0,0,-0.105882353,0.200000048,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069444448,-0.208333283,0,-0.166666667,-0.013157882,-0.005063308,0,0,0.050000032,-0.050724676,0,0,0,-0.112069449,-0.035714358,0,0,0,0.303370721,-0.078571429,-0.07486631,0,0,-0.065420572,0,0,0.124999987,0,-0.117521241,-0.020289676,-0.073394519
0,0,0,0.142857085,0,0,0,-0.057591632,0.063829812,0,0,-0.105263158,0,-0.375,0,0,0,0,0,0,0,-0.125,0,0,-0.016666651,-0.021277028,0,0,0.001348195,0.129870136,0.263157815,0,0,-0.022222201,-0.002544538,0,0,-0.015873076,0.015267253,-0.058479545,0,0.4,0.101941866,-0.055555504,0,0,0,-0.094827566,0.046511628,-0.069364162,0,0.05,-0.025000042,0,0.037974647,-0.222222201,0.25,-0.067796833,-0.017751616,-0.034653524
0,0,0.7142858,0,0.034482709,0,0,0.016666717,-0.019999981,0,0,0,0,0.2,0,0,-0.200000021,0,0,0.142857197,0,-0.428571429,0,0,0,0,0,0,0,0,0,0,0,-0.090909111,-0.033163474,0,0,-0.112903199,-0.015037669,0,0,0,-0.008810458,-0.058823561,0,0,0,-0.009523785,0.007407407,0.055900621,0,-0.047619048,0.08717953,0,0,0,-0.2,0.059740396,-0.018072343,-0.102564064
0,0,0,0,-0.099999987,0,0.96969697,0.016393427,0.054421716,0,0,0,0.458333275,0,-0.058823529,0,0,0,0,-0.125000041,-0.5,0,0,0,0,0,0,0,-0.004039778,0,0,0,0.2,0.049999952,-0.007915498,0,0,0.07272729,0.022900834,0,0,0,0.026667056,-0.020833376,0,0,0,-0.064102563,-0.036764706,0.182352941,0,0,-0.009433978,0.307692308,-0.073170722,0.142857125,0,0.073529097,0.021472204,0.08571431
0,0,0,0,0,0,0,0.021505356,-0.087096771,0,0,0.029411765,-0.114285742,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057471267,0,0,0,0.009523801,-0.007978653,0,0,0.067796625,-0.007462679,0.335403774,0,-0.428571429,0,-0.021276545,0,0,0,-0.034246574,0,0.034825871,-0.4,0,0,-0.147058824,0.078947357,0,0,0.01369876,-0.018017813,-0.042105334
0.153846154,0,0,0.125000027,-0.259259246,0,0.153846154,0.052631592,0,0,0,-0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.016949136,-0.108695187,0,0,0.004957498,0.032608671,0,0,0,0.084905696,0.018766622,0,0,0,0.022556369,-0.106976804,0,0,-0.021645449,-0.021739077,0,0,0,0.024822654,0.022900763,0.038461538,0,0.0625,0.023809565,0.172413793,0,0,0,0.011261427,-0.012232423,0.07142858
